# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_takeoff_landing_gear_retracted_design_-600_plot.csv
# Clean Polar
# Mach Number 0.200000
AoA; C_L; C_Dtotal; C_M; L/D; i_stab;
12.831;2.1300;0.183089;0.066869;11.633711;-6.000000;
12.941;2.1400;0.184944;0.064515;11.571064;-6.000000;
13.051;2.1500;0.186810;0.062160;11.509034;-6.000000;
13.161;2.1600;0.188686;0.059805;11.447613;-6.000000;
13.271;2.1700;0.190572;0.057450;11.386792;-6.000000;
13.381;2.1800;0.192468;0.055096;11.326564;-6.000000;
13.491;2.1900;0.194374;0.052741;11.266920;-6.000000;
13.601;2.2000;0.196291;0.050386;11.207853;-6.000000;
13.712;2.2100;0.198218;0.048031;11.149356;-6.000000;
13.822;2.2200;0.200155;0.045677;11.091420;-6.000000;
13.932;2.2300;0.202102;0.043322;11.034038;-6.000000;
14.042;2.2400;0.204059;0.040967;10.977204;-6.000000;
14.152;2.2500;0.206027;0.038613;10.920910;-6.000000;
14.262;2.2600;0.208005;0.036258;10.865148;-6.000000;
14.372;2.2700;0.209992;0.033903;10.809912;-6.000000;
14.482;2.2800;0.211991;0.031548;10.755196;-6.000000;
14.593;2.2900;0.213999;0.029194;10.700992;-6.000000;
14.703;2.3000;0.216017;0.026839;10.647293;-6.000000;
14.813;2.3100;0.218046;0.024484;10.594094;-6.000000;
14.923;2.3200;0.220085;0.022129;10.541388;-6.000000;
15.033;2.3300;0.222134;0.019775;10.489168;-6.000000;
15.143;2.3400;0.224193;0.017420;10.437428;-6.000000;
15.253;2.3500;0.226263;0.015065;10.386163;-6.000000;
15.363;2.3600;0.228342;0.012710;10.335365;-6.000000;
15.473;2.3700;0.230432;0.010356;10.285030;-6.000000;
15.584;2.3800;0.232532;0.008001;10.235151;-6.000000;
15.694;2.3900;0.234642;0.005646;10.185723;-6.000000;
15.804;2.4000;0.236763;0.003292;10.136739;-6.000000;
15.914;2.4100;0.238893;0.000937;10.088195;-6.000000;
16.024;2.4200;0.241034;-0.001418;10.040085;-6.000000;
16.134;2.4300;0.243185;-0.003773;9.992403;-6.000000;
16.244;2.4400;0.245346;-0.006127;9.945145;-6.000000;
16.354;2.4500;0.247517;-0.008482;9.898304;-6.000000;
16.464;2.4600;0.249699;-0.010837;9.851876;-6.000000;
16.575;2.4700;0.251890;-0.013192;9.805855;-6.000000;
16.685;2.4800;0.254092;-0.015546;9.760237;-6.000000;
